Row.names	Control	CNV	PCV	Row.names.y	label.CNV	label.PCV	label.both	sum_formula	compound_name	logFC.PCV	AveExpr.PCV	t.PCV	P.Value.PCV	adj.P.Val.PCV	B.PCV	label.PCV	logFC.CNV	AveExpr.CNV	t.CNV	P.Value.CNV	adj.P.Val.CNV	B.CNV	label.CNV	FC_ctrl_CNV	FC_ctrl_PCV
1340_C20H39N5O3_[M+H]+	12922.906	7002.319963	8635.544044	1340_C20H39N5O3_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C20H39N5O3	UNKNOWN_610	1.115604632	12.02571546	1.482847319	0.143922739	0.354830795	-6.024239091	Not significant	3.330608623	12.02571546	4.495009203	3.71E-05	0.001477588	1.547520226	ControlVsCNV	0.541853354	0.668235461
1342_C24H34O4_[M+H]+	10724.91	8073.690432	9552.792	1342_C24H34O4_[M+H]+	Not significant	Not significant	Not significant	C24H34O4	12a-Hydroxy-3-oxocholadienicacid9-Carboxy-alpha-tocotrienol3beta14beta-dihydroxy-5beta-bufa-2022-dienolide312-Dioxochol-4-en-24-oicAcid7alpha-Hydroxy-3-oxochola-14-dien-24-oicAcid12alpha-Hydroxy-3-oxochola-14-dien-24-oicAcid12alpha-Hydroxy-3-oxochola-46-dien-24-oicAcid17-Dioxo-5beta-chol-2-en-24-oicAcid7beta-Hydroxy-3-oxochola-14-dien-24-oicAcid6alpha-Hydroxy-3-oxochola-14-dien-24-oicAcid312-Dioxo-5beta-chol-14-en-24-oicAcid(22E)-1alpha3beta-Dihydroxychola-51622-trien-24-oicAcid312-Dioxo-5beta-chol-6-en-24-oicAcid312-Dioxo-5beta-chol-7-en-24-oicAcid712-Dioxochol-5-en-24-oicAcid312-Dioxo-5beta-chol-8(14)-en-24-oicAcid3alpha-Hydroxy-12-oxo-5beta-chola-79(11)-dien-24-oicAcid	0.158087456	12.91428039	0.54132082	0.590358006	0.784042796	-7.00880529	Not significant	0.388657889	12.91428039	1.313664009	0.194127618	0.427449648	-6.284110265	Not significant	0.752797966	0.890710691
1344_C29H41NO4_[M+H]+	525973.45	703172.45	1002169.95	1344_C29H41NO4_[M+H]+	Not significant	ControlVsPCV	ControlvsPCV	C29H41NO4	BuprenorphineN-ArachidonoyltyrosineN-(5Z8Z11Z14Z-eicosatetraenoyl)-tyrosine	-0.938603274	19.3165852	-4.542753212	2.86E-05	0.001363397	1.761506156	ControlVsPCV	-0.404569966	19.3165852	-1.932814672	0.058142275	0.182704708	-5.313859346	Not significant	1.336897233	1.905362238
1346_C29H57N5O7_[M+H]+	45042.215	19110.63774	25633.88858	1346_C29H57N5O7_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C29H57N5O7	UNKNOWN_611	1.749778354	13.57909994	2.29391107	0.025498325	0.123258007	-4.599264777	Not significant	3.508881565	13.57909994	4.600046768	2.40E-05	0.001152014	1.947231693	ControlVsCNV	0.424282814	0.569108082
1348_C14H20O3_[M+H]+	5212.956335	6000.9895	7493.827112	1348_C14H20O3_[M+H]+	Not significant	Not significant	Not significant	C14H20O3	Heptyl4-hydroxybenzoateEremopetasidione1213-Dimethyl-514-dioxabicyclo9.2.1-tetradeca-1(13)11-dien-4-one	-0.358284815	12.25050405	-1.106037562	0.273273008	0.53331385	-6.544556515	Not significant	-0.296387984	12.25050405	-0.903153485	0.370177045	0.605410122	-6.734226518	Not significant	1.151168188	1.437538823
1350_C25H45NO4_[M+H]+	37923.555	51410.23	57372.445	1350_C25H45NO4_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C25H45NO4	LinoelaidylcarnitineLinoleylcarnitineO-9Z12Z-Octadecadienoyl-R-carnitine3-(9E12E)-octadeca-912-dienoyloxy-4-(trimethylazaniumyl)butanoate3-(9Z12Z)-octadeca-912-dienoyloxy-4-(trimethylazaniumyl)butanoate	-0.555920324	15.48011142	-3.344469286	0.001448911	0.025033817	-1.987900795	ControlVsPCV	-0.446122521	15.48011142	-2.649282694	0.010374211	0.046911676	-3.795539725	ControlVsCNV	1.35562792	1.51284459
1352_C31H49O12P_[M+K]+	654.267699	1042.15681	1702.260869	1352_C31H49O12P_[M+K]+	Not significant	Not significant	Not significant	C31H49O12P	1-(4Z7Z10Z13Z16Z19Z-docosahexaenoyl)-glycero-3-phospho-(1-myo-inositol)	-1.345881047	8.644652537	-1.984434643	0.052111266	0.183677353	-5.219073053	Not significant	-0.709828087	8.644652537	-1.032008466	0.306500788	0.545494374	-6.596183813	Not significant	1.592859943	2.60178039
1354_C26H41NO5_[M+H]+	33226.98505	34689.54845	22951.91079	1354_C26H41NO5_[M+H]+	Not significant	Not significant	Not significant	C26H41NO5	UNKNOWN_613	0.476372976	13.91788879	0.747854058	0.457567236	0.685242049	-6.87517678	Not significant	0.150129138	13.91788879	0.232645269	0.816855186	0.923590903	-7.116324103	Not significant	1.044017337	0.690761162
1356_C10H12O3_[M+H]+	64932.36	73774.1315	71604.155	1356_C10H12O3_[M+H]+	Not significant	Not significant	Not significant	C10H12O3	3-MethoxybenzenepropanoicacidConiferylalcohol4-Ethoxy-3-methoxybenzaldehyde2-Phenyl-13-dioxolane-4-methanol1-(24-Dihydroxyphenyl)-1-butanoneBenzaldehydeglycerylacetalPropylparabenEthylp-anisate4-Methoxybenzylacetate4-Hydroxy-266-trimethyl-3-oxo-14-cyclohexadiene-1-carboxaldehydePropyl2-furanacrylate3-(3-Hydroxyphenyl)-2-methylpropionicacid10-hydroxy-(2E8E)-decadien-4-ynoicAcid4-ethenyl-26-dimethoxyphenol2-(4-methoxyphenyl)propanoicacid3-(4-methoxyphenyl)propanoicacid4-(34-dihydroxyphenyl)butan-2-one3-(2-hydroxy-3-methoxyphenyl)propanal2-(3-hydroxyprop-1-en-1-yl)-6-methoxyphenol3-methoxy-5-(prop-2-en-1-yl)benzene-12-diol2-methoxy-4-(oxiran-2-yl)methylphenol2-methoxy-4-(prop-2-en-1-yl)benzene-13-diol4-methoxy-6-(prop-2-en-1-yl)benzene-13-diol2-(3-hydroxyprop-1-en-1-yl)-5-methoxyphenol3-(4-methoxyphenyl)oxiran-2-ylmethanol2-hydroxy-3-(4-methoxyphenyl)propanal3-hydroxy-3-(4-methoxyphenyl)propanal3-(2-hydroxyphenyl)butanoicacid3-hydroxy-3-phenylbutanoicacid3-(4-hydroxyphenyl)butanoicacid4-hydroxy-3-phenylbutanoicacid2-hydroxy-3-phenylbutanoicacid3-hydroxy-4-(4-hydroxyphenyl)butan-2-one4-(24-dihydroxyphenyl)butan-2-one4-hydroxy-4-(4-hydroxyphenyl)butan-2-onepropyl(2Z)-3-(furan-2-yl)prop-2-enoate	-0.106709887	15.80744899	-0.30440181	0.761910386	0.87060312	-7.109770449	Not significant	-0.049126368	15.80744899	-0.138330111	0.890458275	0.959831187	-7.13399974	Not significant	1.136168953	1.102749923
1358_C25H49N5O5_[M+H]+	72931.4915	32847.33663	38822.92299	1358_C25H49N5O5_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C25H49N5O5	UNKNOWN_615	2.506555962	14.03346143	2.828999056	0.006400583	0.062138138	-3.367486034	Not significant	3.035340661	14.03346143	3.381600755	0.001294913	0.008635856	-1.870340804	ControlVsCNV	0.450386191	0.532320431
1360_C36H70NO9P_[M+H]+	19482.15845	73125.94818	35417.18664	1360_C36H70NO9P_[M+H]+	Not significant	Not significant	Not significant	C36H70NO9P	1-hexadecyl-2-(9Z-tetradecenoyl)-glycero-3-phosphoserine1-(1Z-hexadecenyl)-2-tetradecanoyl-glycero-3-phosphoserine1-(1Z-octadecenyl)-2-dodecanoyl-glycero-3-phosphoserine	0.009650045	13.37686968	0.011392348	0.990949481	0.997376808	-7.156514785	Not significant	1.036143524	13.37686968	1.207433713	0.232161906	0.47332036	-6.415857492	Not significant	3.753482879	1.817929298
1362_C12H14O4_[M+H]+	750746.9	816435.725	819581.15	1362_C12H14O4_[M+H]+	Not significant	Not significant	Not significant	C12H14O4	MonoisobutylphthalicacidMonobutylphthalate5-(3-Methoxy-4-hydroxyphenyl)-gamma-valerolactoneIsodillapioleDillapiolDihydrodeoxy-8-epiaustdiolApiole5-(34-Methylenedioxyphenyl)pentanoicacidPiperonylisobutyrateVanillinisobutyrate(Z)-3-(245-Trimethoxyphenyl)-2-propenal23-Dihydro-3-hydroxy-6-methoxy-22-dimethyl-4H-1-benzopyran-4-oneDiethylphthalicacid5-(3-hydroxy-4-methoxyphenyl)methyloxolan-2-oneethyl(2E)-3-(2-hydroxy-4-methoxyphenyl)prop-2-enoateethyl3-(4-methoxyphenyl)oxirane-2-carboxylate2-hydroxyethyl(2E)-3-(4-methoxyphenyl)prop-2-enoate4-(4-hydroxy-35-dimethoxyphenyl)but-3-en-2-one4-hydroxy-3-(4-hydroxy-3-methylbut-2-en-1-yl)benzoicacid3-(33-dimethyloxiran-2-yl)methyl-4-hydroxybenzoicacid34-dihydroxy-5-(3-methylbut-2-en-1-yl)benzoicacid2E4E8E10E-Dodecatetraenedioicacid	-0.122384101	19.4040332	-0.418611256	0.677045034	0.8294085	-7.068118675	Not significant	-0.015667777	19.4040332	-0.052899648	0.957993492	0.984625188	-7.142256502	Not significant	1.087497964	1.091687691
1364_C32H54O11_[M+H]+	26070.515	40570.25	34293.43	1364_C32H54O11_[M+H]+	Not significant	Not significant	Not significant	C32H54O11	(25S)-3beta-(beta-D-xylopyranosyloxy)-4beta5beta-epoxycholestan-6beta815alpha16beta26-pentol	-0.318939243	14.79655969	-1.365118848	0.177483191	0.406241703	-6.229297415	Not significant	-0.330632631	14.79655969	-1.396907701	0.167758918	0.391166229	-6.173572355	Not significant	1.556173708	1.315410532
1366_C14H18O5_[M+H]+	5498.596	5009.8435	4577.221968	1366_C14H18O5_[M+H]+	Not significant	Not significant	Not significant	C14H18O5	345-TrimethoxycinnamylalcoholacetateSapidolideA2-46-dihydroxy-2-methoxy-3-(3-methylbut-2-en-1-yl)phenylaceticacid2-hydroxy-3-4-hydroxy-3-(4-hydroxy-3-methylbut-2-en-1-yl)phenylpropanoicacid23-dihydroxy-3-4-hydroxy-3-(3-methylbut-2-en-1-yl)phenylpropanoicacid3-{3-(33-dimethyloxiran-2-yl)methyl-4-hydroxyphenyl}-2-hydroxypropanoicacid3-34-dihydroxy-5-(3-methylbut-2-en-1-yl)phenyl-2-hydroxypropanoicacid(E)-5-(2-carboxyethylene)-34-dimethyl-furan-2-yl-pentanoicacid	0.700243959	11.97106431	1.930700187	0.058495318	0.1971824	-5.318177374	Not significant	0.550128668	11.97106431	1.516804978	0.134837976	0.341678999	-6.003300784	Not significant	0.911113219	0.832434674
1368_C38H74NO10P_[M+H]+	13520.5285	86759.77643	33955.9098	1368_C38H74NO10P_[M+H]+	Not significant	Not significant	Not significant	C38H74NO10P	PS(16:0/16:0)PS(14:0/18:0)PS(18:0/14:0)12-dihexadecanoyl-sn-glycero-3-phosphoserine1-eicosanoyl-2-dodecanoyl-glycero-3-phosphoserine1-nonadecanoyl-2-tridecanoyl-glycero-3-phosphoserine1-heptadecanoyl-2-pentadecanoyl-glycero-3-phosphoserine1-pentadecanoyl-2-heptadecanoyl-glycero-3-phosphoserine1-tetradecanoyl-2-octadecanoyl-glycero-3-phosphoserine1-tridecanoyl-2-nonadecanoyl-glycero-3-phosphoserine1-dodecanoyl-2-eicosanoyl-glycero-3-phosphoserine1-octadecanoyl-2-tetradecanoyl-glycero-3-phosphoserine	1.255688436	12.57582863	1.243542469	0.21875391	0.463322547	-6.372203248	Not significant	0.861717733	12.57582863	0.853382549	0.397016141	0.626748096	-6.777767807	Not significant	6.416892389	2.511433618
1370_C25H50O12_[M+H]+	6238.702463	361483.2371	176134.7888	1370_C25H50O12_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C25H50O12	UNKNOWN_617	-1.456055118	13.96433036	-1.547595761	0.1271546	0.328335137	-5.970141581	Not significant	-3.174500981	13.96433036	-3.330540173	0.001511027	0.009727234	-2.015264246	ControlVsCNV	57.94205433	28.23259961
1372_C24H32O10_[M+H]+	52545.703	70597.00503	59971.302	1372_C24H32O10_[M+H]+	Not significant	Not significant	Not significant	C24H32O10	1-alpha-AcevaltrateAcevaltrate4-(acetyloxy)methyl-7-(3-methylbutanoyl)oxy-77a-dihydro-2H-spirocyclopentacpyran-12-oxirane-2-yl3-(acetyloxy)-3-methylbutanoate	-0.061226869	15.38378516	-0.122359273	0.903037115	0.943760322	-7.149011905	Not significant	-0.103511506	15.38378516	-0.204193991	0.838916116	0.931800781	-7.122601608	Not significant	1.343535265	1.14131696
1374_C12H16O3_[M+H]+	1401.39685	2846.415221	2449.673686	1374_C12H16O3_[M+H]+	Not significant	Not significant	Not significant	C12H16O3	Isoelemicingamma-AsaroneJasmineketolactone(Z)-3-Oxo-2-(2-pentenyl)-1-cyclopenteneaceticacid5-Deoxydiplosporintrans-IsoasaroneElemicin4-Methoxybenzylbutanoate34-Dihydro-6-methoxy-37-dimethyl-1H-2-benzopyran-8-olAmylsalicylate2-PhenoxyethylisobutyrateIsoamylsalicylate34-Dihydro-6-methoxy-22-dimethyl-2H-1-benzopyran-4-ol5-methoxy-2-(3-methylbut-2-en-1-yl)benzene-13-diol4-methoxy-2-(3-methylbut-2-en-1-yl)benzene-13-diol4-hydroxy-1-(4-methoxyphenyl)pentan-3-one1-hydroxy-5-(4-methoxyphenyl)pentan-3-one2-hydroxy-1-(4-methoxyphenyl)pentan-3-one1-hydroxy-1-(4-methoxyphenyl)pentan-3-one4-methoxy-6-(3-methylbut-2-en-1-yl)benzene-13-diol12-oxo-5E8E10Z-dodecatrienoicacid12-oxo-dodeca-(5Z8Z10E)-trienoicacid	-1.187944086	9.910677783	-1.873434329	0.066045536	0.212062401	-5.433990347	Not significant	-0.912095642	9.910677783	-1.419849621	0.160999796	0.381705398	-6.141991789	Not significant	2.031127172	1.748022829
1376_C22H26O6_[M+H]+	263616.45	29930.77	29514.295	1376_C22H26O6_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C22H26O6	PorsonIsogingerenoneBGingerenoneB??	3.154391701	15.896572	26.31327439	5.94E-34	2.75E-31	66.38091991	ControlVsPCV	3.095772167	15.896572	25.49105202	3.24E-33	1.50E-30	64.74108966	ControlVsCNV	0.113539083	0.111959231
138_C13H23NO6_[M+H]+	2528.9728	3229.347172	1614.866683	138_C13H23NO6_[M+H]+	Not significant	Not significant	Not significant	C13H23NO6	3-MethylglutarylcarnitineO-Adipoylcarnitine3-(5-carboxypentanoyl)oxy-4-(trimethylazaniumyl)butanoate	0.603992774	10.66468365	1.343622528	0.184299226	0.413669208	-6.25782929	Not significant	-0.163156011	10.66468365	-0.358268073	0.721442299	0.858326554	-7.078858718	Not significant	1.276940255	0.638546482
1380_C11H14O3_[M+H]+	1871.164986	1867.440118	2117.794808	1380_C11H14O3_[M+H]+	Not significant	Not significant	Not significant	C11H14O3	(R)-3-Hydroxy-5-phenylpentanoicacid25-Dimethoxy-4-(2-propenyl)phenolButylparabenZingeroneEthyl4-methylphenoxyacetate4-MethoxybenzylpropanoateIsobutylsalicylate26-Dimethoxy-4-(1-propenyl)phenolButylsalicylateMethoxyeugenol5-Hydroxy-2-benzyl-13-dioxane2-Benzyl-5-hydroxymethyl-13-dioxolane3-Hydroxyphenyl-valericacidEthyl4-ethoxybenzoate2-(2-Methylphenyl)-13-dioxolan-4-ylmethanol2-(3-Methylphenyl)-13-dioxolan-4-ylmethanol2-(4-Methylphenyl)-13-dioxolan-4-ylmethanol2-(2-Methylphenyl)-13-dioxan-5-ol2-(3-Methylphenyl)-13-dioxan-5-ol2-(4-Methylphenyl)-13-dioxan-5-ol2-(3-methylbut-2-en-1-yl)benzene-135-triol2-(4-hydroxy-3-methylbut-2-en-1-yl)benzene-13-diol3-(3-methylbut-2-en-1-yl)benzene-124-triol2-(33-dimethyloxiran-2-yl)methylbenzene-13-diol2-(2E)-4-hydroxy-3-methylbut-2-en-1-ylbenzene-13-diol2-(1E)-3-hydroxy-3-methylbut-1-en-1-ylbenzene-13-diol3-(1E)-3-methylbut-1-en-1-ylbenzene-124-triol2-(1E)-3-methylbut-1-en-1-ylbenzene-135-triol2-3-(propan-2-yl)oxiran-2-ylbenzene-13-diol2-(1E)-4-hydroxy-3-methylbut-1-en-1-ylbenzene-13-diol5-(4-hydroxyphenyl)pentanoicacid4-(2E)-4-hydroxy-3-methylbut-2-en-1-ylbenzene-13-diol4-(4-hydroxy-3-methylbut-2-en-1-yl)benzene-13-diol4-(3-methylbut-2-en-1-yl)benzene-123-triol5-(3-methylbut-2-en-1-yl)benzene-124-triol4-(33-dimethyloxiran-2-yl)methylbenzene-13-diol4-(3-hydroxybut-1-en-1-yl)-2-methoxyphenol3-hydroxy-4-(3-methoxyphenyl)butan-2-one4-(3-hydroxy-5-methoxyphenyl)butan-2-one1-hydroxy-4-(3-methoxyphenyl)butan-2-one4-hydroxy-4-(3-methoxyphenyl)butan-2-one	0.019447737	10.14069078	0.037833624	0.969950147	0.984823424	-7.155856728	Not significant	-0.064386072	10.14069078	-0.123640369	0.902027141	0.967133883	-7.135944478	Not significant	0.998009332	1.131805493
1382_C27H38O9_[M+H]+	9922.22	13119.7615	11841.7645	1382_C27H38O9_[M+H]+	Not significant	Not significant	Not significant	C27H38O9	11-Hydroxyprogesterone11-glucuronide?320-dioxopregn-4-en-11alpha-ylbeta-D-glucopyranosiduronicacid	-0.244156355	13.15194733	-0.727880607	0.469612552	0.69764557	-6.88993977	Not significant	-0.173682616	13.15194733	-0.511102449	0.611217838	0.786942966	-7.011918602	Not significant	1.322260694	1.193459175
1384_C14H31N_[M+H]+	5384.917	5622.48	4804.8842	1384_C14H31N_[M+H]+	Not significant	Not significant	Not significant	C14H31N	UNKNOWN_619	0.322794545	12.22153266	1.355855886	0.180396299	0.409685753	-6.241644162	Not significant	0.002354423	12.22153266	0.009761833	0.992244779	0.997625716	-7.143622884	Not significant	1.044116372	0.892285656
1385_C22H29NO6_[M+H]+	193296.55	27165.36	28352.475	1385_C22H29NO6_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C22H29NO6	UNKNOWN_619	2.789658341	15.67524963	22.51086962	2.30E-30	7.11E-28	58.5198351	ControlVsPCV	2.815374315	15.67524963	22.42522941	2.81E-30	8.67E-28	58.30408801	ControlVsCNV	0.140537221	0.14667864
1388_C30H59O12P_[M+H]+	19025.446	34525.59621	20450.5611	1388_C30H59O12P_[M+H]+	Not significant	Not significant	Not significant	C30H59O12P	1-heneicosanoyl-glycero-3-phospho-(1-myo-inositol)	0.41092668	13.70750728	0.757006881	0.45210747	0.680363027	-6.868280687	Not significant	0.007396871	13.70750728	0.013450643	0.989314385	0.99739266	-7.1435796	Not significant	1.814706274	1.074905739
1390_C11H19NO11_[M+Na]+	5422.0205	6259.2685	5986.3685	1390_C11H19NO11_[M+Na]+	Not significant	Not significant	Not significant	C11H19NO11	UNKNOWN_620	-0.158111475	12.34816224	-0.643700851	0.522304536	0.732375205	-6.947840363	Not significant	-0.261485856	12.34816224	-1.050820147	0.297696161	0.543572518	-6.59075717	Not significant	1.154416237	1.104084446
1392_C23H43NO5_[M+H]+	26214.225	28415	37450.605	1392_C23H43NO5_[M+H]+	Not significant	Not significant	Not significant	C23H43NO5	3-Hydroxy-9-hexadecenoylcarnitine3-{(9Z)-3-hydroxyhexadec-9-enoyloxy}-4-(trimethylazaniumyl)butanoateN-octadecanoyl-glutamicacid	-0.204059507	14.73034709	-0.991103934	0.325748188	0.577866063	-6.664132879	Not significant	-0.037594329	14.73034709	-0.180237105	0.857594165	0.941931032	-7.127254188	Not significant	1.083953464	1.428636742
1394_C19H28O2_[M+H]+	2211.0842	2953.026379	2452.424727	1394_C19H28O2_[M+H]+	Not significant	Not significant	Not significant	C19H28O2	13-phenyl-9E-tridecenoicacid13-phenyl-7E-tridecenoicacid17beta-hydroxyandrost-4-en-3-one3beta-hydroxyandrost-5-en-17-one17alpha-hydroxyandrost-4-en-3-one5beta-androstane-317-dione5alpha-androstane-317-dione?17beta-hydroxy-5alpha-androst-1-en-3-oneDehydroepiandrosteroneTestosteroneEpitestosteroneAndrostanedioneEtiocholanedioneDehydroandrosterone4-Dihydroboldenonealpha-Amylcinnamylisovalerate	0.076224952	10.59395044	0.144633495	0.885501239	0.933856256	-7.146006111	Not significant	-0.248303989	10.59395044	-0.465066345	0.643623847	0.80720382	-7.034541806	Not significant	1.335555823	1.10915031
1396_C22H43N5O5_[M+H]+	7672.4062	6766.804115	6192.392442	1396_C22H43N5O5_[M+H]+	Not significant	Not significant	Not significant	C22H43N5O5	UNKNOWN_623	1.110986139	11.85335512	1.738615361	0.087403976	0.255594593	-5.667003269	Not significant	1.026375974	11.85335512	1.585480277	0.118290275	0.309760126	-5.899870109	Not significant	0.881966353	0.807099139
1397_C21H37N_[M+H]+	33828.2675	36206.9845	31481.02	1397_C21H37N_[M+H]+	Not significant	Not significant	Not significant	C21H37N	UNKNOWN_623	0.025412968	14.81965592	0.077012711	0.93887826	0.965971307	-7.153581967	Not significant	0.130405009	14.81965592	0.390086386	0.697900366	0.846170148	-7.066851176	Not significant	1.070317435	0.930612837
14_C12H21NO6_[M+H]+	50164.119	62092.085	72974.365	14_C12H21NO6_[M+H]+	Not significant	Not significant	Not significant	C12H21NO6	Glutarylcarnitine(3S)-3-(4-carboxybutanoyl)oxy-4-(trimethylazaniumyl)butanoate3-(4-carboxybutanoyl)oxy-4-(trimethylazaniumyl)butanoate	-0.696297765	15.66994181	-2.55941316	0.013112334	0.092084346	-4.019645407	Not significant	-0.313445275	15.66994181	-1.13727795	0.260094768	0.508666351	-6.49707366	Not significant	1.237778839	1.454712381
140_C6H6O3_[M+H]+	695.4783374	409.5183205	513.2392699	140_C6H6O3_[M+H]+	Not significant	Not significant	Not significant	C6H6O3	123-Trihydroxybenzene135-TrihydroxybenzeneMethyl2-furoateMaltol4-Hydroxy-2H-pyran-3-carboxaldehyde(Z)-Tamarindienal5-Hydroxymethyl-2-furancarboxaldehyde5-Methylfuran-2-carboxylicacidbenzene-124-triol	0.223590338	8.442945435	0.503820033	0.616294613	0.803186926	-7.028527446	Not significant	0.91533924	8.442945435	2.035935315	0.04632891	0.15229397	-5.120207138	Not significant	0.588829728	0.737965861
1400_C17H37NO2_[M+H]+	3452.618281	8470.0355	7040.7455	1400_C17H37NO2_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C17H37NO2	heptadecasphinganine	-1.143834219	12.20032343	-3.255598574	0.001890727	0.029601209	-2.237321988	ControlVsPCV	-1.237598483	12.20032343	-3.47701871	0.000967153	0.007059455	-1.595598582	ControlVsCNV	2.45322095	2.039248166
1402_C26H50NO7P_[M+H]+	1111843	1060098.95	1100316.45	1402_C26H50NO7P_[M+H]+	Not significant	Not significant	Not significant	C26H50NO7P	LysoPC(18:2(9Z12Z))2-linoleoyl-sn-glycero-3-phosphocholine1-(2E4E-octadecadienoyl)-sn-glycero-3-phosphocholine1-(9Z12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	0.014586628	20.0423264	0.165989407	0.868742063	0.931517287	-7.142653668	Not significant	0.064860368	20.0423264	0.728558395	0.469200874	0.674930638	-6.87657795	Not significant	0.95346101	0.989632934
1404_C14H22O4_[M+H]+	2923.191526	6250.73465	7058.581746	1404_C14H22O4_[M+H]+	Not significant	Not significant	Not significant	C14H22O4	710-dihydroxytetradeca-5Z-en-8-ynoicacid	-1.383897047	11.63171165	-2.749702785	0.007939304	0.070092717	-3.564545617	Not significant	-0.996152288	11.63171165	-1.953741954	0.055556045	0.17758777	-5.275270916	Not significant	2.138325387	2.414683295
1406_C26H43NO8S_[M+H]+	29010.93707	40197.1108	32658.8613	1406_C26H43NO8S_[M+H]+	Not significant	Not significant	Not significant	C26H43NO8S	N-(3a5b7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl-GlycineN-(3a5b7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl-GlycineGlycochenodeoxycholate-3-sulfateN-3alpha-hydroxy-24-oxo-7alpha-(sulfooxy)-5beta-cholan-24-ylglycineN-(3a5b7b)-7-hydroxy-24-oxo-3-(sulfoxy)cholan-24-yl-Glycine	-0.063124052	14.35708682	-0.106148243	0.915830708	0.952833969	-7.150884331	Not significant	-0.055668356	14.35708682	-0.092402948	0.926696055	0.975082001	-7.139355232	Not significant	1.385584709	1.125743068
1408_C24H33NO6_[M+H]+	146217.59	171991.885	113218.445	1408_C24H33NO6_[M+H]+	Not significant	Not significant	Not significant	C24H33NO6	UNKNOWN_629	0.388145515	16.8981864	1.529512197	0.131568952	0.335067084	-5.997165901	Not significant	-0.150016246	16.8981864	-0.583520557	0.56180336	0.752545146	-6.972054948	Not significant	1.176273559	0.774314807
1410_C7H14N2O3_[M+H]+	5452.932411	9159.88265	6634.555549	1410_C7H14N2O3_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C7H14N2O3	N-AcetylornithineGlycyl-ValineValyl-GlycineL-TheanineGly-Norvaline	-1.319136971	12.08318245	-2.471600581	0.01640538	0.104636273	-4.220914509	Not significant	-1.477262428	12.08318245	-2.732156319	0.008322799	0.040606496	-3.595252384	ControlVsCNV	1.67980858	1.216694991
1412_C14H18O5_[M+H]+	4895.3385	6594.3398	7023.988	1412_C14H18O5_[M+H]+	Not significant	Not significant	Not significant	C14H18O5	345-TrimethoxycinnamylalcoholacetateSapidolideA2-46-dihydroxy-2-methoxy-3-(3-methylbut-2-en-1-yl)phenylaceticacid2-hydroxy-3-4-hydroxy-3-(4-hydroxy-3-methylbut-2-en-1-yl)phenylpropanoicacid23-dihydroxy-3-4-hydroxy-3-(3-methylbut-2-en-1-yl)phenylpropanoicacid3-{3-(33-dimethyloxiran-2-yl)methyl-4-hydroxyphenyl}-2-hydroxypropanoicacid3-34-dihydroxy-5-(3-methylbut-2-en-1-yl)phenyl-2-hydroxypropanoicacid(E)-5-(2-carboxyethylene)-34-dimethyl-furan-2-yl-pentanoicacid	-0.438796105	12.17157105	-1.027697628	0.308355402	0.568171806	-6.627431057	Not significant	0.073264149	12.17157105	0.169376672	0.866089232	0.946774432	-7.129172546	Not significant	1.347065131	1.434831932
